t,Date,Bitcoin,SIG,FIG,FDG,SDG,UFE,SP500,NASDAQ,SH300,N225,FTSE,GDAXI,FCHI,HSI,USDX,UYE,EUE,UJE,GUE,UDE,CNH
103,2017/7/28,4.49610698,2.573268503,2.523507716,1.720776977,1.794536808,2.389555825,1.416749109,2.03693959,2.185578539,2.006771337,2.777895513,2.086328304,2.149534404,1.625342458,2.153632489,0.794443815,2.209446215,2.125838899,2.086647466,2.6233237,0.93105601
104,2017/7/31,4.236740903,1.687086953,1.618139185,1.679346617,2.203586917,2.212138706,1.476291178,2.343683799,2.313929168,1.667092832,2.191461077,2.367144477,2.530282383,2.46637646,2.23367578,0.912683785,2.491473037,1.769805188,2.412705159,2.198770178,1.180362936
105,2017/8/1,4.570382613,2.386148374,2.372034346,1.129928083,2.676900671,1.840484531,1.229173682,1.688977864,2.321000813,1.706204067,2.357196456,2.985371825,2.617861286,2.272420405,1.450846783,0.234450808,1.77938878,1.927326531,1.526676468,2.246810931,0.973074739
106,2017/8/2,3.681682748,2.261738296,2.208343275,1.822448063,1.7571065,2.042099102,1.864210544,2.680611597,2.032231989,1.65710989,1.959137523,2.434913214,2.207076228,1.993281785,2.052182137,0.406993572,2.436121179,1.982726907,1.650464727,1.718084567,0.682563171
107,2017/8/3,3.980144542,2.566274653,2.545132464,2.207601399,2.237137499,1.673030494,1.204019492,1.910902274,2.687540435,1.58062984,2.740090971,2.089435092,2.578651122,2.129372424,1.500680624,0.899366197,1.791721572,2.316779736,2.608333621,1.810074547,0.647026076
108,2017/8/4,4.148253835,2.706230002,2.715788949,1.55791239,2.081092908,2.407247667,1.300656472,1.748371412,2.280642754,1.074498565,2.111953763,2.924524054,3.07838711,1.493584658,2.578364608,0.835043276,2.744167404,2.531792905,2.521607672,2.339481439,1.058894266
109,2017/8/7,4.326546009,1.498075533,1.362694837,1.89365665,2.424899953,1.473681534,0.853646847,1.680658292,2.536030457,1.020679176,1.21240236,2.332456741,1.719734855,1.449202549,1.095933231,0.725648224,1.408174263,1.1003053,1.420243788,2.052881223,0.655863035
110,2017/8/8,3.844403779,2.582601233,2.535502989,1.565314503,1.522405747,1.887346309,2.252293133,2.494943254,1.741037908,1.806618001,1.626903722,2.611167605,2.182666074,2.301139034,2.001804089,1.18984815,2.126213102,1.795577875,2.039233633,1.468943463,1.487281889
111,2017/8/9,4.098917639,2.82472411,2.828618458,2.664119602,3.018877134,2.830364321,1.746454948,2.112182917,2.058533698,2.804821059,2.324990916,2.486799836,2.607110539,2.426234956,1.613863763,1.760571264,1.952870871,2.165131118,1.633497162,1.740129225,1.462020984
112,2017/8/10,3.815960791,2.515040233,2.488271,1.75417379,1.910720152,1.896632436,2.560111051,2.945894688,2.89706993,2.124538681,2.930522059,2.753789919,2.460938079,3.084829334,1.803430925,1.407228991,2.068992996,2.36810537,1.733092201,1.872204631,1.549321412
113,2017/8/11,4.607218519,2.31532097,2.315043808,1.783975408,1.677625285,1.882300539,1.571013495,2.232629386,2.85156887,2.011795623,2.681800835,2.372014722,2.186777387,2.611095041,1.952246855,1.037766829,2.254968126,1.922956211,2.085032185,2.211251884,1.825633816
114,2017/8/14,4.530662927,2.423149958,2.384493576,1.972565339,2.079096495,2.595623841,1.821871844,2.013608434,2.686374526,1.883212566,2.359160404,2.230258433,2.53566831,2.299653769,1.714983902,1.056561742,1.903553461,2.049385232,1.748172941,1.690590615,1.259195182
115,2017/8/15,5.018336535,2.593945503,2.59897025,2.428320121,2.309814453,1.905713769,1.222133948,1.549115147,2.124348324,2.274508287,1.956445368,1.990596124,2.042463871,2.404702508,2.168744525,1.042504709,2.338368997,2.558233036,2.400289436,1.652916822,1.127205198
116,2017/8/16,4.664388639,2.700327487,2.681189307,1.859469072,1.842968627,2.635774588,1.638192164,2.079852837,2.142286745,1.211517631,2.247507254,1.734478548,2.208230947,2.042083543,2.108467984,0.945286934,2.260748556,2.257379352,1.677216887,2.646821647,1.143084818
117,2017/8/17,4.149498505,2.0972045,2.14412061,2.751099202,2.601299038,2.40341881,2.798502486,3.022151093,1.727989466,1.245669283,2.078509216,2.294815392,2.254691168,2.599754293,2.243986579,0.948175792,2.52807124,2.262688077,1.607524832,2.144595298,0.780027567
118,2017/8/18,4.576518407,2.744462921,2.756314434,1.971849835,2.207961568,2.292148138,2.2243502,2.417799701,2.323962651,1.86896698,2.591239335,2.220609529,2.261144351,2.488999073,1.697905207,0.885753361,1.864410141,2.333219326,2.013535496,2.500095136,0.560730886
119,2017/8/21,3.531542609,2.488976516,2.483697265,2.756571614,2.549291719,2.302515782,1.835009755,2.219858227,1.570098028,2.139700288,1.707709876,2.497008607,2.194035408,1.740792896,1.975874177,0.656428994,2.235960365,2.124671325,1.786672374,1.57607032,0.920472783
120,2017/8/22,4.896144721,2.305158358,2.288259166,2.078813304,2.128674604,2.147326931,2.293478121,2.422982466,1.98415307,1.494153866,2.372106981,2.34446174,2.084473216,2.089513943,1.863924463,0.701687374,2.053127862,2.077425504,2.168775523,1.841476974,0.901127361
121,2017/8/23,3.889094726,2.137101605,2.089663826,2.130969517,1.743784366,1.929342622,1.257381898,1.633549017,2.239733772,2.19774755,1.671435255,2.37322132,2.276799155,1.987065944,1.828792179,0.592768075,2.078075264,2.251060371,1.576996641,1.667056686,0.573011535
122,2017/8/24,4.196362902,1.913451394,1.895826979,1.250249201,1.689654056,1.763359568,1.897824211,2.36682321,2.417482099,1.512145281,2.155256834,2.08061683,1.700196957,1.873576258,1.085641039,0.630711104,1.135477165,2.07779164,1.731186901,1.459349543,0.48247025
123,2017/8/25,3.660197976,2.889282392,3.01448464,1.553604734,1.651477342,2.593943122,1.705620526,2.244006494,2.900856196,1.791886425,1.773107921,2.39889806,2.255264017,2.804364561,2.536754005,1.217606034,2.788987222,2.021529201,2.149556722,1.92940743,1.329307006
124,2017/8/28,3.865141865,2.9077962,2.904858571,2.89716958,2.507078115,1.83231587,1.55580445,1.495540328,2.908981248,1.913574333,2.459509409,2.336068055,2.206274439,2.38968082,1.52481858,1.958139868,1.846850929,1.384732988,1.8141478,1.78846758,1.500466325
125,2017/8/29,4.248110137,2.941309145,2.918075396,2.803305419,2.798989339,2.769977608,2.290514171,2.715325668,1.892044378,1.696960915,2.866110673,2.753851364,2.37111554,2.118882141,2.369518923,1.696408263,2.464503289,2.836043175,1.704197118,2.294573759,1.643473212
126,2017/8/30,3.667256632,2.087792645,2.083523986,2.801532466,2.764464653,2.540444777,2.046790074,2.552621848,2.08222066,1.8041872,1.923866519,1.587687499,1.65470135,2.176008497,2.159856881,1.243084479,2.303014481,2.234387437,1.690914639,2.526722067,1.618349703
127,2017/8/31,3.831993362,3.098384425,3.148291971,2.151940164,2.158383777,2.447709211,1.74864811,2.225425119,2.469094015,1.813402442,2.501129229,2.045809343,2.104236643,1.695491504,2.215994166,0.93948379,2.163893684,2.094200426,1.987885454,2.837778741,0.978594921
128,2017/9/1,3.936091513,2.425039433,2.426908864,2.072759645,2.280536073,2.549053098,1.107237869,1.735204992,2.031901263,1.911067256,1.546759048,2.30425209,1.615550835,2.109748554,2.343348552,1.866636109,2.512166694,2.182731339,2.087654147,2.636190852,2.14694687
129,2017/9/4,4.849268098,1.990993976,2.01919006,2.734896092,2.634174663,2.319392703,2.005469339,2.405229453,2.307628725,2.168701313,1.673084841,2.121153247,1.782515804,2.217295283,1.20676379,1.908461022,1.739556469,1.732111414,1.528846699,1.552015171,1.940509025
130,2017/9/5,4.763780984,2.757973979,2.768134474,1.661186893,1.698681177,2.26080184,2.473609601,2.805606552,1.939185789,2.407605358,2.354450763,2.340559613,2.308437329,2.041881997,1.928343523,1.947139658,1.923691285,2.534556066,2.472672113,2.016578134,1.670518183
131,2017/9/6,4.118156098,2.319345872,2.268535262,1.867945399,2.036645643,1.888143965,1.581614516,2.22021963,2.082012731,1.936840453,2.06551894,2.906927479,2.674199161,2.391956945,1.578516662,1.763626003,1.487846669,2.293197338,1.727945252,3.113601871,1.166698357
132,2017/9/7,3.7159184,2.766916849,2.747444152,1.929981555,2.096995429,2.4970897,1.355818644,1.786541065,2.170045159,1.933323924,2.302645428,2.213033739,2.308343241,2.602096434,2.369768869,2.082647549,2.630889844,2.560430905,2.009915934,2.513706158,2.305326649
133,2017/9/8,5.038113455,2.578856547,2.562171445,1.581320371,1.627893976,2.356292127,1.278960281,1.881769763,2.163968718,1.948330761,1.791680733,1.964084462,1.954427004,1.752899444,1.918345243,2.262818345,2.005240684,2.517136624,2.428361572,2.278339404,2.556869159
134,2017/9/11,3.796872884,2.512959037,2.486114419,2.142882208,1.992627595,2.689826139,1.898279201,1.624133074,2.297445806,2.034095176,2.169371089,2.227253302,2.036497307,1.579170246,1.977259015,1.701265373,2.11972276,2.778662319,1.685450564,1.932334745,1.820939724
135,2017/9/12,4.258093502,2.147430532,2.113386228,2.019583122,2.371610923,2.140670857,1.080508044,1.512937543,2.103566355,1.448512437,2.023866907,1.425769331,2.033071357,2.041419665,1.35188972,1.395788862,1.588811612,2.35249246,2.489958872,2.314542794,1.182828963
136,2017/9/13,4.597049167,2.545974989,2.623468784,1.405371202,1.710729307,2.217631575,1.052910847,1.578292971,2.006119304,0.928959123,2.316144914,1.948594897,1.774684252,2.261455279,2.326204531,1.426557773,2.462563208,2.094019084,2.523222341,2.12714001,1.499256337
137,2017/9/14,5.520664335,2.605942595,2.589232193,1.811725965,2.367840213,2.312330215,1.180954862,1.718426956,2.331381579,1.974042879,2.779147122,1.573037701,1.94818395,2.0910107,2.061531597,1.085537437,2.081955374,2.29419719,2.980132722,2.01851919,1.549603315
138,2017/9/15,5.604608541,2.611620622,2.573601258,1.808708821,2.202514236,2.28226234,1.178818214,2.073278269,2.004604553,2.131088143,2.750691712,1.606017934,2.046559773,2.755330609,1.998136275,1.012785408,2.11204748,2.912163493,2.990655472,2.213708375,0.531021151
139,2017/9/18,4.985668415,2.651472405,2.629621371,2.196321957,2.129896258,1.969364458,1.348220192,1.945344483,2.171333238,2.289187015,1.895988906,1.943352255,1.391370369,2.298267731,1.653471771,1.667939004,1.646849076,2.14160039,2.569166185,2.737992289,1.719229848
140,2017/9/19,4.17352942,1.796412427,1.753443991,1.783975408,1.885191897,1.862859451,0.756298128,1.319144568,2.404083688,2.423390707,1.894482921,1.253890018,1.405791654,2.175779526,1.368847396,1.533982421,1.697864702,1.915784405,1.928909913,1.58103536,1.496027967
141,2017/9/20,3.922848426,2.910994435,2.878805906,1.305888152,1.819040277,2.722493918,1.720328037,2.223156215,1.930568863,1.324958276,1.851796295,1.9256384,1.413977901,1.717316759,2.776074007,0.963385626,2.769699749,2.672348007,2.839603208,2.854335333,1.67496798
142,2017/9/21,4.525749268,2.533675276,2.501701277,2.652049247,2.768634427,1.991288691,1.319648004,2.044890502,1.943412351,2.123175876,1.5246185,1.273793815,1.36583321,1.724715072,1.943173158,1.226870542,2.137971871,1.778713388,2.286685711,1.474782109,2.035648645
143,2017/9/22,4.163584951,1.974025692,1.931227048,1.792236244,2.060249041,1.555814576,1.157492645,1.63720219,2.031094542,2.248629358,2.509980908,1.957249102,1.653396239,1.557588609,1.714630396,1.552612578,1.874948259,2.220933728,2.503281786,2.181923009,1.250261724
144,2017/9/25,4.392641632,3.021093042,3.054920513,1.257611429,2.242007854,2.510818277,1.898362857,2.4458352,1.986075571,1.590761301,1.838964071,1.827051667,1.747432233,2.745457531,1.875427603,1.730545553,2.307045103,2.366498521,2.47681255,1.900937812,1.864558214
145,2017/9/26,3.376984463,2.952624598,2.966519079,2.892694314,2.933319883,2.170900451,1.348949689,1.983580966,1.387498524,1.525952249,1.801729466,1.962431557,1.445749177,2.415302119,2.221305603,1.60387513,2.313460333,2.307163594,2.182449895,2.053309709,1.884572891
146,2017/9/27,4.524912649,2.62597815,2.596710586,2.175917021,2.350837598,2.269641767,1.982645085,2.484571637,1.417320431,1.295554061,1.881085803,1.688171633,1.339983392,1.958394194,2.036831094,0.643054907,2.04297026,2.350206029,2.126672465,2.61664645,1.480000197
147,2017/9/28,3.837787554,2.371302204,2.302308397,1.887526053,2.157947412,1.973742342,1.283218688,1.627453266,1.405955055,1.731925471,1.663087498,1.350815347,1.255797408,2.317532542,1.988060052,1.825476974,2.079774225,2.274668843,2.261174909,2.259156259,1.979913904
148,2017/9/29,3.887261266,2.592886445,2.59468315,1.678987356,2.27725801,1.778236716,1.654154644,2.033747656,2.089424783,1.571764841,2.254302745,2.258349219,2.277069249,2.112508231,1.364959587,2.139801657,1.763917903,1.669068997,2.064761276,2.32385533,1.774588993
149,2017/10/9,4.337029326,2.23654311,2.220990025,1.827671914,2.205153044,1.32219812,1.52747052,1.545123119,2.53431547,1.927345644,1.522065445,1.547268583,1.747533589,2.121587443,0.993809107,1.808856425,1.28605482,1.454872081,2.254416942,1.164150756,2.065809541
150,2017/10/10,3.617038659,2.417826633,2.375991733,1.316844724,1.936350299,2.033255336,1.540732318,2.093011,2.595349277,2.184495501,1.791533344,1.842299639,1.478032305,2.287866944,2.010920986,1.609490334,2.125703717,2.149178567,2.113219432,1.873320052,2.178249308
151,2017/10/11,3.371564845,2.148132114,2.090515292,1.794764017,2.416909952,1.773503689,1.187710496,1.518728466,2.093955235,1.804009643,1.538401861,1.510163233,1.835852729,2.475533195,1.769489395,1.409942263,1.971185551,1.660630352,1.634830621,1.969628615,1.783942367
152,2017/10/12,4.940795271,2.014955824,1.958241376,2.116620922,2.002657332,1.793768431,1.149881942,1.553351733,1.765564276,1.44398427,1.774851259,1.622778857,1.41687025,2.012733704,1.681630136,1.043559955,1.616589246,1.395393007,2.681231118,1.640594283,1.239755258
153,2017/10/13,4.408772989,2.502163606,2.478528603,1.604346894,1.655958105,2.051547736,0.915522085,0.915272305,1.678467663,2.718651167,1.677506243,1.855004396,1.743568261,1.598716081,1.802833247,1.121485771,1.914939449,1.849148084,2.028027809,1.832827084,1.508902212
154,2017/10/16,3.851425787,2.664652322,2.641546132,1.856046861,2.139055888,1.524271901,1.120785138,1.485367575,2.298538198,2.150533822,1.52761389,0.832729737,1.637504862,1.926446359,1.245593381,1.268954866,1.307412416,1.881164844,2.006845233,2.110970801,1.265127549
155,2017/10/17,4.200821988,2.621404161,2.603969726,2.135813489,2.25331481,1.968615933,0.812442268,0.981411254,1.957539841,2.174172502,1.906388395,1.778646559,1.830679766,1.687673462,1.748361894,1.892572991,1.799677638,1.503972404,2.43900432,1.938781303,1.825849322
156,2017/10/18,4.570789871,2.418783792,2.388843162,1.260860828,2.274241304,1.965960549,0.687834283,1.336823546,2.157007672,1.520105686,1.783629682,2.078291121,1.998213686,1.383004688,1.695603181,1.413660718,1.976609329,2.238551256,1.734182899,1.93004746,1.76312846
157,2017/10/19,3.771219893,2.542372171,2.60831766,1.649058859,1.743303817,2.227396671,1.869822702,2.098632289,1.783326221,1.879266385,2.172057555,2.450249775,2.008793608,3.347064453,1.823843459,1.433141545,2.168538811,2.169955296,2.080865297,1.421062277,1.779649648
158,2017/10/20,4.443484005,2.525512242,2.496389652,1.519323524,2.114125085,2.419388644,1.257764224,1.085761313,1.703845405,1.910865216,1.87839931,2.24644239,1.628251599,2.119118638,2.102658553,1.127497001,2.222818241,2.371464374,2.289315481,2.644930387,1.343974718
159,2017/10/23,4.200651556,2.339731699,2.298680512,1.650510111,2.071130674,1.761869667,1.82970798,2.350462678,1.518018445,1.754215059,1.528279799,2.135369783,2.169484103,2.509955001,1.414822651,0.855681614,1.64423764,2.138031852,1.763122819,1.429938405,1.318607161
160,2017/10/24,4.461353179,2.266398294,2.242406648,2.015427413,2.306204049,2.151988386,1.081525116,1.647164435,2.390000225,2.12612732,1.405524876,1.851887211,2.012566832,2.347762523,1.345418173,0.507751622,1.58456545,2.044834977,2.2961881,1.862357498,1.024408626
161,2017/10/25,4.295969077,2.165964264,2.123704286,1.377707718,1.678100982,2.093485612,2.352341773,2.672517222,1.941880665,2.666231432,2.636610466,2.346526467,2.411847314,2.035211715,1.598064557,0.86203597,1.829982928,2.055800233,2.63984483,2.662291712,0.965476494
162,2017/10/26,3.915347126,2.76504159,2.751386041,1.800020534,1.746653491,2.477354198,1.180333729,1.744254107,2.443257508,1.713254467,2.002133281,2.886950869,2.883297479,2.161674393,2.721965941,0.919526926,2.948073441,1.990470604,2.431891403,1.904370437,1.601342731
163,2017/10/27,3.929203437,2.300703132,2.332921877,2.123334242,2.304600267,2.039686249,2.027852292,2.651752861,2.249511342,2.352919716,1.692719769,1.691209642,2.202580215,2.032170346,1.890460832,1.051779386,2.092264865,2.092156324,2.107314887,2.274962689,1.149525782
164,2017/10/30,3.484996421,2.24741905,2.207637053,1.571494673,1.743402177,1.916135487,1.658814349,2.152294853,3.043869997,2.156519423,1.47775123,1.2632534,1.442788216,2.539656263,1.795557043,0.323276186,1.843480552,2.09135489,2.081851985,1.47745376,0.883298534
165,2017/10/31,4.205378527,2.325307947,2.275550998,1.430183747,1.520356523,1.789690631,1.006815172,1.697060416,2.011674685,2.244742326,1.615833409,2.091956596,1.516861298,1.93384294,1.120280347,1.108272743,1.266739518,2.060377641,2.12936006,2.082917351,1.090958607
166,2017/11/1,4.219992987,2.505764164,2.490085803,1.482713038,1.95927484,2.02459828,1.790701698,2.454168074,2.465520649,2.820231027,1.914910535,2.533969018,1.524610564,2.413492951,1.44812924,1.831350956,1.596189548,1.90206475,1.933695438,1.607447201,1.785465495
167,2017/11/2,4.594848411,2.334630295,2.298367849,1.616336177,1.689589543,2.29049362,1.896648672,1.98362578,2.08215267,1.969096538,2.543701706,1.546606972,1.975525669,1.805437135,1.649441764,1.678659701,2.00015323,1.924963247,3.101240229,1.902967412,1.59348379
168,2017/11/3,4.28736135,2.646770061,2.623981503,1.694370939,1.591767842,2.113110884,1.644438092,2.185287233,2.348473872,2.187774586,1.779453581,1.852323765,1.593859868,1.560459991,2.004306361,1.597244368,2.182948546,2.054220615,2.077283713,2.377855607,1.734821541
169,2017/11/6,4.243740047,2.770426337,2.757077681,2.048745695,1.727233028,1.842525547,1.230267498,1.538589579,2.585668191,2.366599884,1.472143875,1.216167225,1.448638568,3.032079242,1.483329322,0.219285727,1.424418137,2.292293146,2.326234509,1.826620252,1.323067821
170,2017/11/7,3.611584944,2.268734216,2.244361629,2.046009445,1.945616074,1.664383072,1.725241591,2.035427256,2.498795685,3.101524764,2.434757752,2.58712294,2.337645477,2.486780628,1.69830431,0.848595455,1.815350537,1.839327132,1.796106385,2.345049994,1.407447231
171,2017/11/8,4.626882513,2.43201119,2.374339515,1.570583426,1.997504444,1.094037113,1.532775792,1.870768992,2.618532334,2.107593614,1.51222951,1.856928591,2.219353728,2.244312097,0.839330704,0.905487126,1.15308749,1.85792316,2.051551197,1.751514158,1.146611758
172,2017/11/9,3.998224918,2.11792455,2.08439487,1.522041171,1.377707718,2.402700257,2.195727485,2.504177441,2.380456014,3.7607567,2.135374337,2.975240884,2.804223643,2.216725696,1.892681245,1.210945541,1.947837132,2.292976265,1.945359658,1.872676815,1.576823187
173,2017/11/10,4.985840774,2.485311691,2.536742061,1.30285595,1.818121244,1.62484519,1.299256881,1.630715426,2.62184466,2.377932888,2.492106033,2.217424212,2.160065615,2.071207893,1.571459505,0.633493146,1.67160458,1.435084775,2.304808,0.999017961,1.37424298
174,2017/11/13,5.169027537,1.646348092,1.598043528,2.025276622,2.345732041,1.771025078,1.768423584,1.987319096,1.815816236,2.44930617,2.326525439,2.882848803,2.88989545,2.064853475,1.07595651,0.918171656,1.345623538,1.548359149,2.342803164,1.754421035,0.837691313
175,2017/11/14,3.963499149,2.532791982,2.539792098,1.360759655,1.872797923,2.331360044,1.76542403,1.768772679,2.567258925,2.370253533,1.814277972,2.502973897,2.623885815,1.935423918,2.276205377,0.721585089,2.645345391,1.802085372,2.281377857,1.883915215,1.302459705
176,2017/11/15,4.756236777,2.499256252,2.491227909,2.131327526,1.868895458,2.021955123,1.929630864,2.296989212,2.584089122,2.745157719,2.199293715,2.577837188,2.282582766,2.311835754,1.813551037,1.482096686,1.972031079,2.318387411,1.95439775,1.909767008,1.241992821
177,2017/11/16,4.787425434,1.889035022,1.823878579,1.99957397,2.117066289,1.971114668,2.030965137,2.388792222,2.54489592,3.078417613,1.363516254,1.727539205,1.941678103,2.154350872,1.015499103,0.616013701,1.455797435,1.798857486,1.85033152,1.599297107,0.558049123
178,2017/11/17,4.180972112,2.855772668,2.850281565,1.461200949,1.357376268,2.063892204,1.036708641,1.234435348,2.440141872,3.105600103,2.058368692,2.224560335,2.291551684,1.974640083,1.689045103,0.780077568,1.695772358,2.504658092,2.04517469,2.273120072,1.393892543
179,2017/11/20,4.000657352,2.92616115,2.932022246,2.850622391,2.125213583,1.905028278,1.045876043,1.016435238,3.151759516,2.306648267,1.990557329,2.64170925,2.278731382,2.112428735,1.87449105,0.643883851,2.127062655,2.126059845,2.087852608,1.794151699,1.071517367
180,2017/11/21,4.425222479,2.111709639,2.054274539,2.473647882,2.182403163,1.714272589,1.670842762,1.967971086,3.211795223,2.013730445,2.132015102,2.76928856,2.537187838,2.913272991,1.265300624,0.696375697,1.4595399,1.697796045,1.597848485,2.054899666,1.443720674
181,2017/11/22,3.459238021,2.680746442,2.658523454,1.711265023,2.028076585,2.474014882,0.925369714,0.935136117,2.937964651,2.119439891,2.054210663,2.774724964,2.100893838,2.400001872,2.279391042,1.277533647,2.225446503,2.625218195,2.305864928,2.136399102,1.859399831
182,2017/11/23,3.471699052,1.79593729,1.782103306,1.50477451,1.886736785,1.380680322,0.740481454,0.967597534,3.561213378,2.187914584,2.037071446,2.42561255,2.578940543,3.097158121,1.11222288,1.510090118,1.404618847,1.130197783,1.500579153,1.547646789,1.370443865
183,2017/11/24,4.110485532,2.0006386,1.972401876,1.359687554,1.522948696,1.568453016,0.513889686,0.99897088,2.809433059,2.252334543,1.709201225,2.755637594,2.269334326,2.14732373,1.963038547,1.787496425,2.344281214,1.51148386,1.943148033,1.5836563,1.811053183
184,2017/11/27,4.021257748,2.476532892,2.419442451,1.248104616,1.278377982,1.593315733,1.20162149,1.594666531,2.683129081,2.486117138,2.132961679,2.423944215,2.347964878,2.259638149,1.706221841,1.072325614,1.817837995,2.165329145,1.837132679,2.105180837,0.89059503
185,2017/11/28,3.806998982,1.883651521,1.794102249,1.741311822,2.212070749,1.784568222,2.278410569,2.07861311,2.575872248,2.405769657,2.694320085,2.221974222,2.167036996,2.619244462,1.842365501,1.168573632,2.185451589,1.976959008,2.67383745,1.851982847,0.945149596
186,2017/11/29,5.341868702,2.624949065,2.609017692,1.742555057,1.124609721,1.782839869,1.850819321,2.953059328,2.909967685,1.691447771,2.437055789,2.631756,2.294034076,2.337116337,1.704243248,1.464580976,1.855254383,2.080869187,2.225254723,1.790093455,1.435725277
187,2017/11/30,5.21442559,2.63819846,2.618343801,2.242199474,2.319932355,2.070066674,2.335050627,2.127119628,2.917796845,2.522724207,2.635564474,2.599551703,2.495431231,2.183842197,2.265402094,0.970576626,2.467940563,2.220220327,2.48559811,1.676595573,1.05739895
188,2017/12/1,5.009739079,2.79158296,2.795369082,2.084544539,2.22174503,2.767907387,2.980581976,3.125698173,2.50507874,2.775603512,2.347242351,3.115813422,2.835696575,2.523762871,2.094123686,0.99612865,2.161537154,2.690499794,2.150471538,2.973546039,1.402744217
189,2017/12/4,4.062269542,2.133178775,1.839323999,2.595557066,2.348333226,2.11501763,2.426809009,3.07214392,2.675021324,2.14987994,2.381688038,2.535297851,2.358283904,3.060788281,1.354179931,0.790210103,1.577284048,1.999126623,2.357229015,1.85967493,1.526434393
190,2017/12/5,3.726105092,2.735361107,2.707144517,1.467660124,1.829205784,1.781013098,2.21186999,2.65432251,2.418609859,2.097726534,2.000340437,2.467143763,2.210855643,2.427697695,1.728496766,0.328026789,2.010292471,1.628515345,2.259236468,1.993574683,0.922182551
191,2017/12/6,5.366770081,1.89021622,1.84616019,2.379349929,2.237832162,1.836196538,1.439095559,2.202541269,2.955949179,3.046018711,2.532414955,2.707216791,2.694464445,3.371461078,1.789362362,0.955849971,1.858296997,1.878132901,2.008469913,2.624374193,0.580207817
192,2017/12/7,5.625382708,2.978860809,2.954299754,2.493992818,2.53086617,2.002762717,1.840901169,2.15404521,2.881283028,2.316869215,2.189489392,2.114356919,1.87473977,2.633766028,1.328811964,0.135503698,1.384034261,2.24851887,2.636246194,2.005177716,0.339565349
193,2017/12/8,5.647225038,2.153727499,2.217851919,2.07806633,2.289543083,1.829238375,1.185715733,1.873749155,2.827876137,2.28397611,2.726205719,2.204294491,1.921398399,2.677057137,1.427680183,0.499234823,1.523922789,1.641989302,2.639717249,1.902655896,0.698291248
194,2017/12/11,4.992418574,2.353686525,2.314364533,1.969223697,2.187215402,1.532555277,1.342689035,1.764938321,2.904834969,2.027868731,2.304559461,1.93832109,1.826575782,2.643551137,1.358847012,-0.204101725,1.521034202,1.504484035,2.139325651,1.248182437,0.301696638
195,2017/12/12,4.393325916,2.25276224,2.182084732,1.940380792,2.02647897,1.672721087,1.454382859,1.560936372,2.742787145,2.077821935,2.100622747,2.206992347,2.663838082,2.545443094,1.727027447,0.880179593,2.004383065,1.358859899,1.890778692,1.966455346,0.756530715
196,2017/12/13,4.700652076,2.766664547,2.77046802,1.581573586,1.808379412,2.31277046,1.357387152,1.457052622,2.61452692,2.215962395,1.023671077,1.775826319,2.00617679,3.114935894,2.174001432,0.819951294,2.296500806,2.413433482,2.263565853,2.074272624,1.197269368
197,2017/12/14,4.128892489,2.078918747,2.083793702,2.70179738,2.584056302,2.022562692,1.937159313,2.111809561,2.521691524,2.011203122,2.009922798,2.560309542,2.219932357,2.531515787,1.770176535,0.264584849,2.190179379,2.106107179,1.715232751,2.619672061,0.610225743
198,2017/12/15,4.63121813,2.166244509,2.136951198,1.527681153,2.180223857,1.955812749,2.176018687,2.514079938,2.566411945,2.605855694,2.167443077,2.184197394,1.888215595,2.405410388,1.97638809,-0.121213884,1.830322402,1.974217774,2.528154182,2.624117142,0.665678978
199,2017/12/18,4.123682541,1.930467271,2.365496934,1.900735402,1.579288495,2.204328884,1.350984017,1.538113542,2.446879436,2.268852896,2.10393361,2.387431082,2.175180722,2.546237534,2.064039648,0.222726721,2.224937267,1.668180263,2.227422243,1.247171235,0.851902718
200,2017/12/19,4.786823301,1.514270261,1.743048832,1.799838814,2.010466693,1.633934355,1.76667804,1.988798739,2.657106872,1.854529195,1.497874318,2.386027948,2.152512539,2.035026725,1.410056893,0.937136227,1.945393518,1.740336079,1.821804477,1.844504682,0.881464999
201,2017/12/20,4.832059425,1.727562211,1.846475624,1.071689394,1.849951982,1.892847842,1.852144434,2.219761497,2.118957155,1.768520898,1.786296443,2.985344922,2.250816542,1.881720746,1.522874779,1.708637075,1.941001221,1.854888766,1.434752858,1.743466263,2.048600804
202,2017/12/21,5.046322213,1.758520711,1.771303111,1.378253372,2.032828839,1.87246318,1.475608918,1.642763688,2.931392504,2.127999283,2.634286699,2.388105695,2.653181558,2.419105595,1.181870819,1.838658595,1.352875365,1.482240566,1.57101291,2.532478692,1.794261733
203,2017/12/22,5.835530735,2.358070954,2.380363482,1.207039798,1.341343251,1.21304031,1.128314643,1.078461291,2.079362309,1.687920727,1.474665555,1.451993206,1.875351567,1.854455691,1.326217435,1.133651714,1.760196952,0.705762173,1.476551409,2.177601378,0.7893061
204,2017/12/25,4.540301136,-2.00180785,2.321285745,2.041102984,2.068600123,0.842133392,0.943478166,1.30033219,2.839964398,1.371254273,1.656584562,1.794523927,1.929476239,1.879594867,1.074237777,1.876563167,1.741239624,0.572870536,1.010049736,1.282294056,1.488342273
