t,Date,Bitcoin,SIG,FIG,FDG,SDG,UFE,SP500,NASDAQ,SH300,N225,FTSE,GDAXI,FCHI,HSI,USDX,UYE,EUE,UJE,GUE,UDE,CNH
410,2018/11/1,3.738045913,3.078350207,3.076964462,1.931234052,1.850316535,2.352446406,2.626411259,3.148231032,2.776280361,2.685000915,2.554631248,2.765295221,2.586795629,2.745929448,2.432584494,2.115922328,2.460897352,1.416130238,3.182969506,2.18876499,2.429523519
411,2018/11/2,2.528612149,1.878733054,1.887072957,1.474886259,1.873161337,2.228944804,3.161524041,3.261912169,3.17406821,3.368305537,2.79910987,2.828747143,2.611727,3.229499236,2.001357267,2.285271048,2.1098078,2.044478973,2.061885111,1.829178931,2.543542032
412,2018/11/5,3.040124115,2.072632145,2.05703474,1.764474819,2.107656273,1.659293984,2.403935353,2.686070124,2.8599885,2.272733132,2.319244474,2.034998253,1.967475626,2.871570273,1.668798147,1.776898006,1.924699821,0.988432788,2.083031783,1.415881304,1.832092059
413,2018/11/6,2.290445469,2.476016005,2.487050253,1.565495728,1.909485307,1.357709289,2.110085056,2.52066758,2.679673217,2.158663749,2.682093016,2.218783833,2.304394179,2.68866416,1.308329643,1.036679649,1.531639393,1.423999877,2.03393811,1.347596685,0.89844023
414,2018/11/7,2.693592682,2.563094836,2.58310745,2.013794452,2.1786588,2.430317857,2.824299334,3.042881993,2.913747405,3.141075894,2.744513239,2.317913371,2.450078949,3.284931392,2.259680568,1.57643734,2.344595014,2.169936322,2.178569663,2.199474472,1.604101348
415,2018/11/8,2.856971333,1.907446188,1.976493458,1.711443659,2.300590661,1.990234279,2.09023156,2.326566533,2.790965645,2.114562657,2.209169731,2.668692479,2.370652699,2.725742962,2.091020967,0.782166809,2.258238108,1.841346414,2.228833583,2.13724583,1.350642076
416,2018/11/9,2.699237514,2.797954805,2.798927652,1.553604734,1.58108309,1.566432584,2.512302014,2.961972745,2.276699034,2.623761692,2.42380956,2.569987775,2.208022085,3.000187819,1.582019793,1.339815684,1.66056958,1.512160272,2.299178069,2.09125915,1.01529055
417,2018/11/12,2.582599109,2.417366984,2.383987898,2.29497394,2.794433033,1.93800059,3.115520523,3.330465745,2.971563816,2.665128248,3.067166176,3.361815872,2.915041161,2.457051548,2.161835584,1.30696533,2.477564294,1.730191726,2.360797672,1.804918623,1.384760229
418,2018/11/13,2.249208966,2.174311869,2.140784602,1.648515181,1.985298794,1.919836018,2.811221805,3.071381167,3.512152435,3.071558012,2.653143468,2.684218645,2.461198579,3.453458056,1.990270218,1.256503591,2.047849589,1.757305509,2.88542605,1.446541578,1.429032385
419,2018/11/14,5.07319187,2.904718348,2.898957782,1.32209599,1.394762998,1.955104618,3.250398766,3.381927232,2.632617098,2.470921628,3.082572753,3.230971453,3.165163477,2.844092751,-1.446489426,0.407335526,2.143501217,1.98405593,2.805679649,1.543969967,0.772306712
420,2018/11/15,4.453349529,2.194005704,2.238152099,2.362014078,2.336009085,1.590807938,3.312264952,3.475396277,2.743485562,2.383862175,2.81566016,3.210574656,3.246670038,3.129878145,2.018224541,0.921962205,2.233412988,1.828606205,3.309338434,2.111324183,1.576148722
421,2018/11/16,3.482266389,2.465508434,2.448804758,1.827852534,2.229702183,2.39570362,2.677400975,2.796913958,3.0302602,2.403368268,3.003498425,3.081805246,3.073694937,2.729035638,2.151480043,1.485035818,2.301940865,2.331839054,2.349138351,1.655317282,1.695864376
422,2018/11/19,5.141566919,1.979028019,2.016472091,1.67916697,2.118906783,2.269468005,3.094657536,3.535383039,2.725885113,2.292370768,2.47253572,2.94711405,2.940311434,2.394885923,1.712453598,0.634265548,1.964410284,1.566329018,2.062700354,1.670669252,1.125212861
423,2018/11/20,5.132464208,2.148326891,2.154273901,1.363444946,1.481252247,1.753986823,2.798679903,3.304409018,3.136405898,2.141146298,2.860574422,2.91244076,2.842104722,2.756732384,2.323190605,0.551746467,2.439115802,1.696596094,2.258934405,2.666834334,0.78855321
424,2018/11/21,4.436492796,2.323875925,2.314128606,1.882505394,1.856819278,1.274993867,2.199728084,2.554019266,2.779445549,2.818315436,2.897854511,2.696523234,2.422682378,3.111782027,-1.4896765,1.353403347,1.799097133,1.636004693,1.614458236,2.06301878,1.540537457
425,2018/11/22,4.210608435,1.435332908,2.247321105,1.784512083,1.78937151,1.424877934,2.091166908,2.493568026,2.545977707,2.362558147,2.850885125,2.356768289,2.165716661,2.46312546,1.659157995,0.949379738,1.673859944,1.045106005,2.64726657,1.715457413,0.572980272
426,2018/11/23,3.982421457,2.092579744,2.175698676,0.9007799,1.141318566,1.66819185,1.968340052,2.428870125,3.270258607,2.398093878,2.519755346,2.449202398,2.543670328,2.054296201,1.95411657,1.056920983,2.23915598,1.298058917,2.016024238,1.873571426,1.323601546
427,2018/11/26,4.92263695,1.827726129,1.866385693,1.413394798,1.525494159,1.526723755,2.352557213,2.577927858,2.622825936,2.432184128,2.777745679,2.198903315,2.44216843,2.816366239,1.67588794,0.87473614,1.785850476,2.073860366,1.834558528,1.899586386,1.235375175
428,2018/11/27,4.121238541,2.554844107,2.567087756,1.413573833,1.440662186,1.168645601,2.438564522,2.69196806,2.568189461,2.302043298,2.279712598,2.618508713,2.538230442,2.425131042,1.845636774,0.772191552,1.901895213,1.480346621,2.133890651,2.073307764,1.244109422
429,2018/11/28,5.061534582,2.737026431,2.767968597,2.291916621,2.38843608,2.233150113,3.227462656,3.47197292,2.955966067,2.257577096,2.434212573,2.085177218,1.915696272,2.780693481,2.322103177,0.144518123,2.50649158,1.809174659,2.34278017,2.329178276,1.422635102
430,2018/11/29,4.272622971,2.121407173,2.034398412,2.372139987,2.243761695,1.934900991,2.558421062,2.78196314,3.191542301,2.313658645,2.488156694,2.561811322,2.235373484,3.115309086,1.534819281,0.757598619,1.676756726,1.611232248,2.142087832,1.662202603,0.839983457
431,2018/11/30,4.660243533,1.695868855,2.163820298,1.411963667,2.107328818,1.844827862,2.463970845,2.4960829,2.744260446,1.902850941,2.528375509,2.386523775,2.263877777,2.517476249,1.972087032,1.100619818,2.262281583,1.33280676,1.908043198,1.660773381,1.253818516
432,2018/12/3,4.506850028,2.564478329,2.552748289,1.638241084,1.693823941,1.333800207,2.401447711,2.677527954,2.771812839,2.019478314,3.290579247,2.389162475,2.788488183,2.368983865,1.69872464,2.17170292,1.803142181,1.52556218,2.435687437,2.247963764,2.545924225
433,2018/12/4,4.256031173,2.394070787,2.381080024,1.554679909,1.960450051,1.933595041,3.615310414,3.754257891,2.145692419,3.330658796,2.710117452,2.421784988,1.94979674,2.456989255,2.205091637,2.201498283,2.312211204,2.41254906,2.790946695,2.181550153,2.231222826
434,2018/12/5,4.160253202,1.750434153,1.729694031,1.59786737,1.030743796,1.474027802,3.547546662,3.6384929,2.809866609,2.653765809,2.866628566,2.210175418,2.097194683,1.979360373,1.553972587,1.493669456,1.60171917,1.824396802,2.429782358,2.538613116,1.402702166
435,2018/12/6,4.699816768,2.22588805,2.211369582,1.999931499,1.953549875,2.415724761,3.472509196,3.503630181,2.749934387,3.276491378,3.735967906,3.455250399,3.485893255,2.772214479,2.080362343,1.609996644,2.229004539,2.315700751,2.292488136,2.053570881,2.076001684
436,2018/12/7,4.363884056,2.497202283,2.495647711,1.846918417,1.769904363,1.832761827,3.604837349,3.742491058,1.819231003,2.495775719,3.324295475,2.689547663,2.730576833,2.288952307,1.618461263,1.459987215,1.832150422,1.35301284,2.01112015,2.531749494,1.387491939
437,2018/12/10,4.045949026,2.167063289,2.185513241,2.416180172,2.518481298,1.630592061,3.339818228,3.325026546,2.566861379,2.357930375,2.797112563,2.91760839,2.931587123,2.505896815,2.35287031,1.684795684,2.237223675,2.446682788,3.127058742,2.366322827,1.62012336
438,2018/12/11,3.694078152,2.095275081,2.144440447,1.296111149,1.39663514,2.176027412,3.135454693,3.173230507,1.89919051,2.463877213,3.135521202,3.058149906,2.995867957,2.363442487,2.099032639,1.467898086,2.230236947,1.550476351,2.644611781,1.371237971,1.508419601
439,2018/12/12,3.686482987,1.623980978,1.619651085,1.704677828,1.94334841,1.830344409,2.717144249,2.783702953,2.071765232,2.809990646,2.769531175,2.797145507,3.112994193,2.292741911,1.984459051,1.248511289,1.98528855,1.373724615,2.879194043,1.889355676,1.866625121
440,2018/12/13,4.171662669,1.841470912,1.904219789,1.668980088,1.94995025,1.626152976,2.656051926,2.964587055,3.143377059,2.333718692,2.295473429,2.36584508,2.3536063,2.450587382,1.637449137,1.464153802,1.834787336,1.650621155,1.944194803,1.374227292,1.604906943
441,2018/12/14,3.766196493,2.270223666,2.300834895,1.357546795,1.304931204,1.846532986,2.896056132,3.050766785,2.780906459,3.05232347,2.703113776,2.890359856,2.476770956,1.934068168,2.023590817,1.425642816,2.254831075,1.548667629,2.517130832,1.533523036,1.718697573
442,2018/12/17,4.750481412,2.470897541,2.467600998,1.549672284,1.604346894,2.088650752,3.452592532,3.619796231,2.491191922,2.367895074,2.648847119,2.985700109,2.636614855,2.091147925,1.637638935,0.509278677,1.788054684,2.166501334,1.88002431,1.454843647,0.538612812
443,2018/12/18,4.2256996,1.648420589,1.618132052,2.020825808,1.895033749,1.454442296,3.014193975,2.954756458,2.916442581,2.516556323,2.502051182,2.600258255,2.503455083,2.967789872,1.739337706,0.82461885,1.881380586,1.819780435,2.174311869,2.202836288,0.756617381
444,2018/12/19,4.367206962,2.724358782,2.739114627,1.351328962,0.79946609,1.773940545,3.774793321,3.875024234,2.919768704,2.754822263,2.695656416,2.164640952,2.051485324,1.840544465,1.887530894,0.632185201,2.086342307,1.779069261,1.87741095,2.049028768,1.279619519
445,2018/12/20,4.898920308,3.097491767,3.09044547,2.393492663,2.002617044,2.564202786,3.457688181,3.643300176,2.994266624,3.43962857,3.018152341,2.586350393,2.11617213,2.987294841,2.360705554,1.672286146,2.429210654,2.917582277,2.163988482,1.978742019,1.650161015
446,2018/12/21,4.59680582,2.119840696,2.113783284,2.369777478,2.194422308,2.408736587,3.802211209,3.916762621,2.936394583,2.92691243,2.610694321,2.734597464,2.817077998,3.095133798,2.265745364,1.5031116,2.473690173,1.718165646,1.994048564,2.259042699,1.800134375
447,2018/12/24,4.322355215,2.611154863,2.533211357,2.034873188,2.047583074,2.409443205,3.352170551,3.407785775,2.528617396,3.361858304,2.333661506,3.057588341,2.344255388,2.335688494,1.849750184,1.107376511,2.061024296,2.25520954,2.232120969,1.535741303,1.39943816
448,2018/12/25,4.568897761,0,2.565438518,2.263416251,2.394730197,2.3824007,3.767240926,3.826731458,3.218666507,3.673583291,2.885185267,3.30264203,2.902473009,2.636486174,1.413096942,1.267120645,1.616862633,1.555631991,1.33493879,2.037579303,2.114192226
449,2018/12/26,3.610967583,2.601140287,2.596468995,1.917700626,1.726733802,2.554173539,4.056961428,4.116661152,2.518708276,3.54711267,3.240367241,3.500393618,3.259419483,2.866630959,2.010132412,0.981372325,2.049744929,2.577206939,2.064165972,1.440394102,1.125110064
450,2018/12/27,4.247423409,2.446740426,2.420440922,2.152106145,1.742042208,2.616187648,3.757217506,3.77791218,3.071358986,3.378454244,3.503298437,3.666351691,3.522576891,3.052944761,2.062985712,1.687582829,2.329027926,2.24815814,1.643676464,2.080743926,1.489259888
451,2018/12/28,4.551484796,1.999194399,1.994733776,1.855855833,2.038739653,2.362793274,3.081233342,3.293053504,2.71498116,2.359371189,3.302643189,2.831833683,2.936005642,2.113262922,1.617275582,1.562159451,1.550040532,2.212022438,1.875356739,1.730529747,1.38804449
452,2019/1/2,3.653399157,2.232345641,2.228355089,1.821237519,2.035294258,2.677816598,3.17591013,3.481076467,3.142269488,2.76195187,3.275110556,3.206031145,3.141378873,3.546996082,2.616944352,1.167361677,2.850860532,2.38183644,2.860726778,2.059246011,1.337318507
453,2019/1/3,3.477560514,2.246345252,2.233385217,2.425456659,2.373277209,2.006602684,3.129814104,3.225165617,2.901188658,3.052624206,2.453219751,2.720715506,2.755951763,2.81671866,2.122059657,1.001177038,2.342606365,3.770337269,2.951079708,2.756489248,1.059235985
454,2019/1/4,3.204127974,3.000630323,2.988475881,2.185097905,2.659798281,1.87266557,3.374023477,3.572275341,3.658951636,3.281183118,3.287029102,3.485713501,3.3255026,3.46109404,1.940406115,0.553061842,2.009960379,2.440055486,2.465363322,2.344089598,1.17030632
455,2019/1/7,3.010338459,2.449248803,2.440092077,2.559564035,2.551451981,2.373875025,2.931775257,2.959197736,2.274968746,2.982313741,2.782583116,2.655081886,2.834233099,2.554249823,1.936187538,0.546002853,2.166765583,2.05884316,1.882738184,2.266037516,1.321833419
456,2019/1/8,3.457568195,2.287109847,2.302463932,2.411305875,2.408595979,1.70451927,2.670318565,2.947041506,1.855569279,2.618029431,2.783703186,2.865879286,3.088009248,2.493837853,1.599558322,1.109143634,1.826722736,1.925710671,2.103061343,1.557833903,1.390884766
457,2019/1/9,2.563296197,2.532617451,2.531057901,1.974859395,2.248226247,2.357708967,2.463828425,2.650677487,3.01905324,2.21643934,2.546452412,2.559927672,2.293907901,2.867229135,2.315896835,1.576698972,2.475014704,2.383745295,2.124331128,2.160612892,2.097912058
458,2019/1/10,4.791395523,2.313019261,2.306271754,2.198091982,2.423090171,2.769847513,2.768130473,2.940217345,2.413960369,2.628197984,2.675802403,2.68812353,2.399390384,2.793810728,1.978571576,2.176398591,2.147497999,2.08772832,1.89520743,1.632863674,1.963072861
459,2019/1/11,2.941845285,2.05173964,2.045563549,2.03329575,2.264516786,1.613230021,2.125067596,1.937380451,2.470439997,1.680678141,2.796914961,2.610114586,2.672837642,2.141280517,1.942057106,2.244307147,2.114466316,1.539149726,2.645636959,2.119714941,2.258430684
460,2019/1/14,4.014041158,2.043122654,2.067672656,1.895285767,1.786328691,1.804139042,2.129883211,2.091191786,2.50993999,2.566531441,2.546218707,2.354969422,2.331251858,2.804111806,1.102809746,1.862899214,1.164275341,1.83332947,2.301142654,1.380609427,1.753427402
461,2019/1/15,3.444949948,1.985738825,1.999037917,1.980805587,2.117282727,2.393857369,2.514263167,2.777532974,3.177286565,3.02796557,2.317225652,2.954169604,2.700083872,2.874630225,2.260730578,1.410543471,2.383297308,1.897358318,3.086068986,1.815742089,1.958914373
462,2019/1/16,2.954466085,1.897220014,1.936247363,1.616774871,2.083298893,1.509710971,1.746134784,2.12612822,1.872767851,2.668671585,2.366089821,2.148870462,2.025495996,2.669824895,1.376428611,1.536574013,1.554329016,2.169982018,1.874148696,1.504342527,1.455985703
463,2019/1/17,2.90647294,1.80749749,1.784114221,1.442947698,1.583263326,1.920257363,2.828431291,2.887148217,2.452925623,2.554592716,2.369881635,2.424691173,1.940321477,2.580334378,1.233138731,1.752968851,1.316239641,2.032316695,2.709254921,1.841788939,1.903679898
464,2019/1/18,2.656922043,2.396208416,2.379484492,1.341284806,1.292932052,1.136642216,2.487303009,2.658021074,2.930292057,2.543494384,3.211941342,3.137660728,2.606832119,2.147641992,1.54807826,0.93280997,1.731333334,2.175681183,2.506024688,1.445032083,1.774705313
465,2019/1/21,2.779553422,1.860984834,2.244602049,1.804111904,2.156589716,1.59979679,2.697235599,2.875264186,2.323601602,2.471616315,1.704991131,1.72223993,1.109735934,2.312328788,1.076029492,0.889673109,1.232956144,1.127858238,1.964978059,1.75587118,0.999755876
466,2019/1/22,3.257358628,2.020655358,2.087902991,1.540438418,2.67103852,1.096040321,2.872099086,3.055860577,2.829649813,2.62060325,2.70140644,2.411105611,2.229952265,2.751558561,1.207930225,1.149269145,1.345853841,1.761678645,2.375217218,1.737789657,1.184968086
467,2019/1/23,2.914924287,1.996969351,2.005879585,1.696900472,2.025945717,1.789991611,2.866906708,3.069246754,2.241004415,2.628190904,2.420670988,2.589803864,2.571646185,2.368576421,1.386100253,1.483976158,1.490873679,1.962636256,2.506497932,1.751965055,1.625345309
468,2019/1/24,2.709213397,2.001589546,2.026652523,1.580791129,1.730263709,1.57742064,2.173435516,2.076293972,2.68904268,2.146640315,2.17880803,2.492184408,2.498858389,2.285134624,2.037979615,1.33213986,2.344280397,1.407098491,1.999650573,1.37482623,1.487454376
469,2019/1/25,2.478391686,3.080630131,3.07653532,1.581673355,1.29788169,1.810797416,1.869155925,2.3223905,2.637420984,2.610755207,2.156269134,2.353135841,2.257511913,2.689672976,2.309902008,1.998151288,2.461513424,1.654785386,2.612131663,2.520886637,2.068293468
470,2019/1/28,3.875568134,1.822204868,1.830861733,2.558635693,2.584451534,1.210618142,2.209458582,2.135650245,2.965874766,2.012936715,2.588433598,2.085608662,2.060589249,2.61172481,1.258404027,1.387719914,1.710112776,1.495255863,1.877056693,1.985124951,1.455435004
471,2019/1/29,3.223761407,2.130766677,2.096047888,1.949744461,2.329905285,1.77383987,2.15649,2.576866081,2.948426711,2.70446301,2.949987948,2.483552553,2.791231251,2.33569876,1.134212898,1.394947978,1.390476435,1.483718571,2.525994001,1.381438334,1.048947337
472,2019/1/30,3.082343514,2.536000187,2.57420368,1.608211352,3.376688356,1.982134566,2.896143411,3.083902804,2.534781124,2.297752295,3.102438625,2.141148513,2.006263699,2.433356098,2.190534134,1.34668789,2.242886304,2.289897569,2.08710538,2.657587385,2.075625589
473,2019/1/31,2.93290525,2.089062494,2.041322983,1.886366455,1.562926613,1.648978295,2.558130343,2.732775106,2.614791475,2.33261008,2.181691379,3.285413833,2.638586172,2.277297783,1.723051101,1.35357424,2.067249544,1.802992781,1.706199962,1.390678043,1.25423761
474,2019/2/1,3.148360846,1.897813395,1.885116388,1.786279181,1.542280199,1.578727243,2.126844658,2.188714767,2.649530941,2.335837307,2.210681924,2.354122156,2.286278488,2.77395675,1.178390741,1.772942997,1.687873604,2.20786787,1.843509222,2.075069954,2.168815086
475,2019/2/11,2.814348502,2.310034182,2.316698096,1.429169981,1.640301963,1.960080279,1.798097584,2.127999238,3.160624698,2.881607896,2.533753536,2.319166804,2.138180629,2.496203802,1.791298313,1.765049432,1.856392267,2.001577273,2.145593207,1.628339276,1.834234196
476,2019/2/12,2.757598119,2.002845934,1.980993694,1.643351073,3.729508241,1.871865129,2.37346533,2.381584754,2.542384696,3.235262127,2.019297041,1.588479226,2.037637779,2.266404403,1.885804022,1.573521577,2.119934334,1.185460094,1.9395824,1.994659365,1.757525738
477,2019/2/13,2.805810637,2.459786892,2.474243014,1.717112754,1.734142804,1.740587907,1.706153123,1.999012371,3.260262371,2.486033167,2.443845915,2.243200995,1.933901253,2.714731602,1.919368384,1.054327129,2.095064517,1.868516692,2.307975551,1.714474162,1.451899777
478,2019/2/14,2.501749466,2.373928197,2.408706394,2.191487215,2.151374379,1.817152069,2.411849538,2.500190784,2.423616426,1.979197392,2.071164993,2.933018914,2.522856733,2.098028889,1.426230402,1.132436294,1.809329254,1.94489137,2.259246214,2.278645556,1.189354322
479,2019/2/15,2.527828498,2.306765841,2.302608669,2.355985163,2.305390141,1.612853402,1.855485904,1.739994762,3.004616049,2.384853935,2.496587033,3.442022143,3.161083558,2.822063696,1.866980994,0.701084002,1.992361388,1.41222619,2.303786958,1.771250974,1.393413214
480,2019/2/18,4.38854613,1.849271972,2.649075171,2.068261001,2.010044502,1.127434313,1.993390123,1.983056374,3.285919903,1.838603506,1.638105229,1.840098662,1.639103995,2.212655068,1.203031846,0.99297755,1.496340115,0.625504549,1.450660232,0.921940839,0.892888785
481,2019/2/19,3.393963667,2.814334907,2.903465387,1.370298182,2.017484343,1.926492483,2.114176705,2.177959462,3.022216025,1.924394801,2.203380092,2.555983717,2.167312091,2.428490807,2.067762719,1.311948274,2.118342526,1.371815472,2.761493214,1.898226296,1.942269947
482,2019/2/20,3.068162579,2.151546134,2.144269321,1.923847301,2.147947747,-1.472412581,1.876043271,2.193270819,2.645741213,2.264252977,2.192103026,2.483095111,2.273483305,2.27965831,1.485451665,1.462578921,-2.290190891,1.422115149,0,0,1.874604117
483,2019/2/21,3.0049765,2.883480074,2.894436008,2.302717109,2.543893729,1.166645398,1.952951354,2.13338373,3.123570445,2.530785616,2.631000958,1.832140016,1.739342031,2.763479298,1.334714117,1.823372614,1.53787872,1.117918959,1.787880764,1.820504025,1.920817023
484,2019/2/22,2.777330311,2.321403589,2.321077665,2.309746201,2.471098767,1.472227437,1.827117688,2.004976353,3.520459344,1.704986245,2.228064126,2.129288521,2.08548949,2.739817165,1.477541849,1.434454013,1.423470471,1.316844724,2.289636148,2.26811579,1.692706793
485,2019/2/25,3.457344331,1.881799617,1.880070219,2.118776021,2.159587106,1.236737982,2.024566725,2.046184602,3.884875282,1.509844656,2.12701473,1.85056939,1.611436786,2.281992145,1.240710806,1.540918117,1.142474765,1.943899099,1.725496323,2.015397852,1.355830081
486,2019/2/26,2.767397377,1.780917325,1.785059425,1.850125129,2.075176713,1.3313984,1.723371104,2.006526323,3.24099546,2.392695882,2.696509765,2.440573135,2.420815915,2.379251167,1.830239537,1.027348737,1.767040052,1.930371842,2.739506798,1.976817185,1.381075765
487,2019/2/27,3.41547087,2.438112676,2.466440102,1.475776711,3.518671568,1.3313984,2.140268177,2.462492228,3.431034217,1.524418874,2.402298367,2.057048758,1.715037132,2.520861571,1.328612272,1.022861042,1.767040052,1.930371842,2.739506798,1.976817185,1.381075765
488,2019/2/28,2.881493423,2.568429911,2.560567113,2.466706171,2.445600773,-0.776564173,1.53025664,1.933765736,2.652746636,2.222356072,2.373717055,2.388672716,2.240324428,2.626975885,1.715038133,0.925734597,0,0,1.755795918,-0.648333033,1.558812158
489,2019/3/1,2.809486974,3.105610504,3.099440272,2.283076373,2.723655738,1.665383976,2.136362749,2.245288096,3.220956991,2.087801899,2.184673155,2.225296569,1.662206363,2.059486845,1.765171513,1.032845532,1.731333334,2.028762061,2.291718171,2.732472235,1.417127736
490,2019/3/4,3.697953006,2.547139865,2.542816305,2.944995803,3.020813996,1.619531078,3.007395977,3.069947513,3.598681135,1.839052705,2.258017671,1.757545226,1.777307791,2.946746948,1.82525069,1.384503136,2.026507352,1.387048105,2.045477413,1.739216357,1.438594815
491,2019/3/5,3.86389534,2.039856937,2.037920972,1.813326969,2.417470599,2.037888483,1.712456001,2.1231036,2.619644581,1.996210912,2.335703407,2.022885145,1.888575499,2.448028218,1.576653749,0.642247941,1.663041123,1.460396478,2.176742674,1.625334344,0.71981428
492,2019/3/6,2.650361548,1.916304819,1.899701323,2.2611241,2.509512454,1.089046579,2.187433047,2.489130322,3.011447639,1.963382381,1.892711185,2.158359493,1.967625386,1.986793605,1.019228835,1.05564577,1.401560315,1.125354284,1.621719685,2.186693067,1.390589981
493,2019/3/7,2.585100016,2.029191805,2.061766204,1.629137099,2.969990748,2.327187974,2.463083198,2.651237703,2.995218427,1.321867389,2.409562373,2.768472884,2.513451239,2.232410397,2.38759652,0.362647232,2.680548235,1.322297462,2.325472391,1.546912568,1.372171982
494,2019/3/8,3.093846039,2.647407553,2.634284847,2.501508703,2.519086044,1.717756464,2.217115653,2.504587214,3.599190088,2.988388339,2.552610409,1.954119499,1.926495156,2.599845912,1.599378381,0.58393697,1.831504503,2.211940191,2.348305528,1.897145551,0.629037273
495,2019/3/11,3.115497001,2.069093309,2.03125733,2.160683208,2.136536558,1.737909721,2.714901629,2.875123378,3.227611013,2.428663624,2.519501382,2.168804246,2.128658772,2.396295639,1.276089526,0.473070544,1.329320412,1.491325689,2.915040545,1.453501062,0.006012489
496,2019/3/12,2.926554658,2.22350558,2.238499307,1.768535814,1.804817748,1.738603377,1.561122812,2.036985242,3.207389765,2.463932482,2.597151365,2.471766772,2.369093659,2.108968266,1.656111451,0.57575947,1.826257689,1.325706231,3.200162104,1.718216838,1.498716501
497,2019/3/13,2.321325637,2.26901023,2.26878051,2.087219892,2.028192684,1.907246044,2.170754558,2.157146991,2.814060257,2.694941243,2.143008914,2.299156452,2.341599987,2.232237149,2.051977872,0.288733018,1.823246557,1.589528744,3.324488267,1.954480163,1.214878265
498,2019/3/14,2.581947011,2.745139378,2.753698363,1.727212131,2.008152127,0.922390663,1.550835166,1.365689175,3.130335049,2.537002946,2.376586897,2.238214822,2.369109245,2.241565148,1.530612226,1.510838821,1.518326893,1.953434431,2.434927852,1.6760197,1.750612039
499,2019/3/15,2.765002933,2.415563767,2.409265301,2.250686949,1.986258104,1.569816019,2.0936505,2.240719417,3.040622857,2.061560528,2.228623608,2.695423008,2.697202332,2.700912853,1.299970819,1.350966205,1.517885157,1.685978442,2.138748475,1.990449912,1.25304668
500,2019/3/18,2.875822075,2.032434614,2.037081343,1.86407486,1.95588487,1.20148702,1.694855689,2.188886698,3.576200073,1.788869023,2.417724798,2.017583343,1.159247677,2.689637478,1.14387351,0.350037798,1.398557304,1.253205534,2.299356469,1.690781845,0.692686314
501,2019/3/19,2.805968291,2.04646052,2.03393811,1.653278908,2.215910296,1.300976591,2.467343668,2.322552516,2.764489722,2.14328559,2.165188443,2.818381875,2.12402436,1.872672469,1.117148475,0.396807465,1.076135721,1.239624816,1.81453631,2.135132891,0.631074586
502,2019/3/20,2.803148325,2.784693954,2.819399405,1.794980981,1.863197278,2.585044402,2.535899875,2.749129574,2.965707841,1.812261327,2.070986284,2.511865174,2.295868228,1.976830755,2.306906185,1.404728209,2.423608281,2.483588589,2.401183445,2.049748834,2.013146656
503,2019/3/21,3.263009972,2.72365654,2.723238278,2.68539116,2.457384201,1.6040194,2.854117584,3.061208502,2.495335396,2.02928197,2.527777059,2.436156128,2.248547418,2.740767345,2.251899455,1.668913915,2.269455464,1.946426819,2.975686179,2.383597163,2.036712947
504,2019/3/22,2.219480933,1.979898411,1.954549617,2.221030697,2.052450132,1.866410472,2.921914478,3.259103611,2.876072162,2.206965472,3.251068608,3.285517773,3.364756629,2.749894436,1.975653905,1.279221875,2.472521284,2.490724188,2.52416755,1.937682278,1.518327886
505,2019/3/25,3.407234371,2.48823142,2.482020644,1.915958456,1.649784222,1.555887581,2.318872499,2.526973244,2.992876119,2.985753963,2.282112535,2.083765033,2.65488501,2.262137328,1.157453175,0.900928827,1.401029716,1.652054378,2.023354714,1.369672147,1.111797744
506,2019/3/26,2.457544737,2.247947056,2.236894677,1.71641999,2.03776064,1.397159817,2.355754788,2.585722383,3.244172209,2.736665879,2.109005971,2.699330865,2.524555762,2.371157742,1.565752243,1.055914047,1.840790209,2.067952728,2.201346869,1.256802922,1.024635008
507,2019/3/27,3.437344819,2.289924293,2.303063306,1.477510419,1.507598429,1.952687727,2.739318777,2.976862166,2.668542174,2.062577708,2.300213298,2.600716833,2.569361225,2.220188558,1.279348105,1.05437988,1.477558844,1.60696861,2.200741444,1.669209547,1.362762582
508,2019/3/28,2.735473681,3.055474194,3.06188234,1.853594361,2.377194854,1.240746813,2.146676775,2.341661298,2.641418515,2.469974607,2.472088415,2.075185792,2.054412081,2.333608667,1.758787154,1.206731475,1.58991555,2.136803659,2.745281188,1.548252605,1.147688289
509,2019/3/29,3.107878725,2.462536967,2.464911612,2.771054071,3.102366036,1.273285664,1.919867847,1.904596425,3.718002263,1.852776139,2.321594457,2.371581692,2.176126346,2.598452295,1.420214294,1.63046627,1.357101379,1.482762484,2.631207771,2.187514001,1.595690808
510,2019/4/1,2.939688915,2.255042147,2.248621719,2.142351934,2.430567855,1.981933852,2.1209618,2.078701918,3.169797453,2.422040489,2.437825935,2.224450735,2.099145263,2.185798391,1.237601243,0.799648291,1.548246127,1.88082946,2.515571925,1.838032201,1.049027559
511,2019/4/2,5.250269956,1.903006513,1.908878957,1.90127648,1.903930894,1.203987275,1.734785312,1.855543326,2.211475757,2.602077816,2.604881851,2.45168615,1.851641076,2.060034438,1.208921386,0.675295662,1.187837018,0.723564165,2.486715971,1.781229136,0.834805324
512,2019/4/3,4.575555916,1.738498059,1.719309676,1.23798018,2.034835867,1.334802665,2.081527568,2.280540007,3.218503435,2.514998878,1.757634205,2.334969005,1.552612848,2.38895354,1.482514293,0.667850154,1.726893982,1.310992268,1.878347807,1.573636116,1.177678281
